Date,Description,Amount,Category
2025-04-28,SWIGGYPAY-6928,74,Food
2025-04-28,Myntra Store-7775,255,Shopping
2025-04-28,Ola Cab-18274,162,Transport
2025-04-28,Uber Ride-53318,29,Transport
2025-04-28,Ola Cab-5862,134,Transport
2025-04-28,Broadband Bill-39614,173,Utilities
2025-04-29,SWIGGYPAY-87989,68,Food
2025-04-29,SWIGGYPAY-2261,210,Food
2025-04-29,SWIGGYPAY-63938,98,Food
2025-04-29,Blinkit Grocer-23059,205,Food
2025-04-29,AMAZONINDIA-PAY-73981,458,Shopping
2025-04-29,Ola Cab-39227,140,Transport
2025-04-29,Ola Cab-70346,148,Transport
2025-04-29,Fuel Station-34858,42,Transport
2025-04-29,Fuel Station-23034,36,Transport
2025-04-30,Tuition Payment-61778,578,Education
2025-04-30,SWIGGYPAY-35017,184,Food
2025-04-30,UPI-ZOMATO-78554,213,Food
2025-04-30,SWIGGYPAY-64234,28,Food
2025-04-30,Fuel Station-4897,110,Transport
2025-04-30,Hotel Booking-35281,1650,Travel
2025-04-30,Electricity Bill-37957,79,Utilities
2025-05-01,SWIGGYPAY-27477,136,Food
2025-05-01,Blinkit Grocer-42606,114,Food
2025-05-01,Cafe Receipt-3125,181,Food
2025-05-01,Blinkit Grocer-71239,112,Food
2025-05-01,UPI-ZOMATO-44951,34,Food
2025-05-01,Salary Credit,71182,Income
2025-05-01,Uber Ride-94330,45,Transport
2025-05-01,Mobile Bill-32139,339,Utilities
2025-05-02,Movie Tickets-79942,192,Entertainment
2025-05-02,SWIGGYPAY-77927,179,Food
2025-05-02,Flipkart Order-7591,480,Shopping
2025-05-03,Exam Books-48261,403,Education
2025-05-03,SWIGGYPAY-41608,245,Food
2025-05-03,Cafe Receipt-32738,256,Food
2025-05-03,Blinkit Grocer-18067,253,Food
2025-05-03,UPI-ZOMATO-63625,105,Food
2025-05-03,Blinkit Grocer-18626,63,Food
2025-05-03,Blinkit Grocer-37610,77,Food
2025-05-03,Blinkit Grocer-82100,211,Food
2025-05-03,SWIGGYPAY-66667,186,Food
2025-05-03,NEFT-HDFC-RENT,18000,Rent
2025-05-03,AMAZONINDIA-PAY-1671,295,Shopping
2025-05-03,Myntra Store-2928,502,Shopping
2025-05-03,Uber Ride-83990,40,Transport
2025-05-03,Rail Ticket-12721,1708,Travel
2025-05-04,SWIGGYPAY-20713,160,Food
2025-05-04,UPI-ZOMATO-16744,216,Food
2025-05-04,Blinkit Grocer-78371,71,Food
2025-05-04,SWIGGYPAY-94405,258,Food
2025-05-04,SWIGGYPAY-8056,76,Food
2025-05-04,UPI-ZOMATO-72377,32,Food
2025-05-04,Mobile Bill-83233,286,Utilities
2025-05-05,UPI-ZOMATO-39363,190,Food
2025-05-05,Blinkit Grocer-15292,109,Food
2025-05-05,UPI-ZOMATO-85444,197,Food
2025-05-05,Cafe Receipt-69815,57,Food
2025-05-05,Blinkit Grocer-94057,146,Food
2025-05-05,Metro Card-51386,156,Transport
2025-05-06,UPI-ZOMATO-43643,82,Food
2025-05-06,UPI-ZOMATO-47582,125,Food
2025-05-06,Blinkit Grocer-8939,100,Food
2025-05-06,Blinkit Grocer-21322,163,Food
2025-05-06,SWIGGYPAY-91757,46,Food
2025-05-06,Cafe Receipt-1681,128,Food
2025-05-06,SWIGGYPAY-73198,203,Food
2025-05-06,Myntra Store-92317,107,Shopping
2025-05-06,AMAZONINDIA-PAY-5599,274,Shopping
2025-05-06,Uber Ride-13756,176,Transport
2025-05-06,Fuel Station-67787,176,Transport
2025-05-06,Fuel Station-92418,171,Transport
2025-05-06,Ola Cab-61962,85,Transport
2025-05-07,UPI-ZOMATO-26374,81,Food
2025-05-07,SWIGGYPAY-51780,144,Food
2025-05-07,Cafe Receipt-43695,129,Food
2025-05-07,Blinkit Grocer-75963,167,Food
2025-05-07,Cafe Receipt-7218,119,Food
2025-05-07,SWIGGYPAY-96805,114,Food
2025-05-07,Blinkit Grocer-39397,171,Food
2025-05-07,UPI-ZOMATO-50875,40,Food
2025-05-07,Ola Cab-76846,164,Transport
2025-05-07,Broadband Bill,899,Utilities
2025-05-08,Blinkit Grocer-2127,133,Food
2025-05-08,Blinkit Grocer-20190,215,Food
2025-05-08,Blinkit Grocer-79247,212,Food
2025-05-09,Netflix Renewal-64065,305,Entertainment
2025-05-09,Blinkit Grocer-70145,107,Food
2025-05-09,UPI-ZOMATO-36694,111,Food
2025-05-09,Cafe Receipt-91260,141,Food
2025-05-09,Metro Card-43187,21,Transport
2025-05-09,Ola Cab-70404,130,Transport
2025-05-09,Fuel Station-10112,139,Transport
2025-05-09,Metro Card-52880,153,Transport
2025-05-09,Flight Fare-92337,554,Travel
2025-05-10,Movie Tickets-74526,55,Entertainment
2025-05-10,UPI-ZOMATO-24839,106,Food
2025-05-10,Cafe Receipt-86330,227,Food
2025-05-10,UPI-ZOMATO-91779,75,Food
2025-05-10,UPI-ZOMATO-39266,248,Food
2025-05-10,Cafe Receipt-55533,243,Food
2025-05-10,SWIGGYPAY-7526,221,Food
2025-05-10,Cafe Receipt-32173,240,Food
2025-05-10,Cafe Receipt-78306,42,Food
2025-05-10,AMAZONINDIA-PAY-87997,478,Shopping
2025-05-10,Hotel Booking-36920,1658,Travel
2025-05-11,Spotify Subscription-28025,249,Entertainment
2025-05-11,Movie Tickets-28403,51,Entertainment
2025-05-11,Spotify Subscription-97454,245,Entertainment
2025-05-11,UPI-ZOMATO-59928,223,Food
2025-05-11,UPI-ZOMATO-3208,230,Food
2025-05-11,UPI-ZOMATO-43836,221,Food
2025-05-11,SWIGGYPAY-18066,65,Food
2025-05-11,SWIGGYPAY-94670,246,Food
2025-05-11,UPI-ZOMATO-44750,50,Food
2025-05-11,Ola Cab-94208,47,Transport
2025-05-12,Netflix Renewal,649,Entertainment
2025-05-12,Cafe Receipt-9832,101,Food
2025-05-12,SWIGGYPAY-50811,197,Food
2025-05-12,UPI-ZOMATO-91481,123,Food
2025-05-12,Blinkit Grocer-26367,67,Food
2025-05-12,SWIGGYPAY-48903,212,Food
2025-05-12,Cafe Receipt-27731,208,Food
2025-05-12,Blinkit Grocer-60887,178,Food
2025-05-12,SWIGGYPAY-47951,148,Food
2025-05-12,SWIGGYPAY-5292,160,Food
2025-05-12,Myntra Store-69709,72,Shopping
2025-05-12,Myntra Store-2836,190,Shopping
2025-05-12,Myntra Store-21408,93,Shopping
2025-05-12,Uber Ride-78435,89,Transport
2025-05-12,Uber Ride-51524,25,Transport
2025-05-12,Metro Card-8386,126,Transport
2025-05-13,SWIGGYPAY-64078,151,Food
2025-05-13,UPI-ZOMATO-12168,173,Food
2025-05-13,UPI-ZOMATO-24597,77,Food
2025-05-13,SWIGGYPAY-69007,169,Food
2025-05-13,Blinkit Grocer-1032,192,Food
2025-05-13,Cafe Receipt-49690,113,Food
2025-05-13,Fuel Station-77778,125,Transport
2025-05-13,Ola Cab-7776,138,Transport
2025-05-13,Metro Card-60918,105,Transport
2025-05-13,Uber Ride-45016,44,Transport
2025-05-13,Broadband Bill-77634,140,Utilities
2025-05-14,Blinkit Grocer-29948,171,Food
2025-05-14,Cafe Receipt-74758,61,Food
2025-05-14,Cafe Receipt-80971,29,Food
2025-05-14,SWIGGYPAY-52258,110,Food
2025-05-14,Cafe Receipt-52339,76,Food
2025-05-14,Blinkit Grocer-91337,72,Food
2025-05-14,SWIGGYPAY-8011,52,Food
2025-05-14,Blinkit Grocer-69240,134,Food
2025-05-14,AMAZONINDIA-PAY-92402,331,Shopping
2025-05-14,Ola Cab-41206,129,Transport
2025-05-14,Ola Cab-38568,62,Transport
2025-05-14,Metro Card-8839,156,Transport
2025-05-15,SWIGGYPAY-82348,109,Food
2025-05-15,UPI-ZOMATO-95275,193,Food
2025-05-15,SWIGGYPAY-71683,143,Food
2025-05-15,UPI-ZOMATO-40369,99,Food
2025-05-15,SWIGGYPAY-96048,87,Food
2025-05-15,Cafe Receipt-66188,112,Food
2025-05-15,Blinkit Grocer-85756,71,Food
2025-05-15,UPI-ZOMATO-72096,75,Food
2025-05-15,Uber Ride-85285,160,Transport
2025-05-15,Metro Card-31366,152,Transport
2025-05-15,Broadband Bill-69074,63,Utilities
2025-05-16,SWIGGYPAY-30268,73,Food
2025-05-16,Blinkit Grocer-56809,208,Food
2025-05-16,Blinkit Grocer-26117,208,Food
2025-05-16,SWIGGYPAY-69106,197,Food
2025-05-16,AMAZONINDIA-PAY-9572,453,Shopping
2025-05-16,Flipkart Order-34097,351,Shopping
2025-05-16,Water Utility-12935,69,Utilities
2025-05-17,Online Course-82916,441,Education
2025-05-17,Netflix Renewal-7802,160,Entertainment
2025-05-17,Netflix Renewal-37133,259,Entertainment
2025-05-17,SWIGGYPAY-10089,256,Food
2025-05-17,Cafe Receipt-24143,227,Food
2025-05-17,Cafe Receipt-36994,91,Food
2025-05-17,SWIGGYPAY-38078,47,Food
2025-05-17,UPI-ZOMATO-96940,150,Food
2025-05-17,Blinkit Grocer-42953,156,Food
2025-05-17,SWIGGYPAY-99602,123,Food
2025-05-17,UPI-ZOMATO-2822,41,Food
2025-05-17,SWIGGYPAY-91873,156,Food
2025-05-17,Blinkit Grocer-17133,128,Food
2025-05-17,Myntra Store-54859,433,Shopping
2025-05-17,Fuel Station-18103,122,Transport
2025-05-17,Ola Cab-69676,152,Transport
2025-05-17,Metro Card-76005,163,Transport
2025-05-18,Blinkit Grocer-71096,243,Food
2025-05-18,Cafe Receipt-91774,201,Food
2025-05-18,SWIGGYPAY-93273,43,Food
2025-05-18,SWIGGYPAY-69128,253,Food
2025-05-18,UPI-ZOMATO-4661,202,Food
2025-05-18,Cafe Receipt-87428,116,Food
2025-05-18,Fitness Renewal-47117,256,Health
2025-05-18,AMAZONINDIA-PAY-25234,245,Shopping
2025-05-18,Metro Card-57399,162,Transport
2025-05-18,Fuel Station-68161,118,Transport
2025-05-18,Uber Ride-75902,92,Transport
2025-05-19,Netflix Renewal-39120,153,Entertainment
2025-05-19,SWIGGYPAY-1324,192,Food
2025-05-19,Cafe Receipt-79189,65,Food
2025-05-19,SWIGGYPAY-88513,102,Food
2025-05-19,UPI-ZOMATO-49970,76,Food
2025-05-19,UPI-ZOMATO-62739,144,Food
2025-05-19,UPI-ZOMATO-1260,42,Food
2025-05-19,Cafe Receipt-17937,38,Food
2025-05-19,Ola Cab-90210,68,Transport
2025-05-19,Metro Card-46531,104,Transport
2025-05-19,Ola Cab-38235,70,Transport
2025-05-19,Metro Card-29047,63,Transport
2025-05-19,Metro Card-88656,77,Transport
2025-05-19,Uber Ride-30696,80,Transport
2025-05-20,SWIGGYPAY-12205,60,Food
2025-05-20,Cafe Receipt-8624,81,Food
2025-05-20,Blinkit Grocer-94715,220,Food
2025-05-20,Blinkit Grocer-51482,172,Food
2025-05-20,Cafe Receipt-18542,176,Food
2025-05-20,SWIGGYPAY-71326,192,Food
2025-05-20,Myntra Store-81312,389,Shopping
2025-05-20,Myntra Store-10949,376,Shopping
2025-05-20,Uber Ride-14064,150,Transport
2025-05-20,Metro Card-73314,115,Transport
2025-05-20,Uber Ride-50831,88,Transport
2025-05-20,Uber Ride-71009,22,Transport
2025-05-21,Movie Tickets-94674,208,Entertainment
2025-05-21,UPI-ZOMATO-14556,164,Food
2025-05-21,UPI-ZOMATO-47023,196,Food
2025-05-21,Blinkit Grocer-21528,73,Food
2025-05-21,Blinkit Grocer-62372,190,Food
2025-05-21,SWIGGYPAY-26128,163,Food
2025-05-21,Blinkit Grocer-51270,50,Food
2025-05-21,Cafe Receipt-65129,76,Food
2025-05-21,Fuel Station-88787,156,Transport
2025-05-21,Fuel Station-57380,108,Transport
2025-05-21,Flight Fare-43649,219,Travel
2025-05-22,SWIGGYPAY-53522,88,Food
2025-05-22,Blinkit Grocer-94036,90,Food
2025-05-22,Blinkit Grocer-13085,106,Food
2025-05-22,Cafe Receipt-36859,194,Food
2025-05-22,Fitness Renewal-61177,425,Health
2025-05-22,AMAZONINDIA-PAY-93128,451,Shopping
2025-05-22,Ola Cab-36279,134,Transport
2025-05-22,Electricity Bill-63955,338,Utilities
2025-05-22,Mobile Bill-47690,224,Utilities
2025-05-23,Cafe Receipt-70014,162,Food
2025-05-23,UPI-ZOMATO-97551,103,Food
2025-05-23,Cafe Receipt-77987,205,Food
2025-05-23,Cafe Receipt-45176,115,Food
2025-05-23,Clinic Visit-34470,436,Health
2025-05-23,Fuel Station-7638,167,Transport
2025-05-23,Fuel Station-10482,78,Transport
2025-05-23,Ola Cab-69752,161,Transport
2025-05-23,Ola Cab-20334,110,Transport
2025-05-23,Ola Cab-11814,176,Transport
2025-05-23,Ola Cab-8952,159,Transport
2025-05-24,Tuition Payment-85476,179,Education
2025-05-24,Netflix Renewal-16726,259,Entertainment
2025-05-24,Blinkit Grocer-42729,151,Food
2025-05-24,UPI-ZOMATO-2239,78,Food
2025-05-24,SWIGGYPAY-56446,263,Food
2025-05-24,Blinkit Grocer-26123,193,Food
2025-05-24,SWIGGYPAY-40062,197,Food
2025-05-24,SWIGGYPAY-74992,218,Food
2025-05-24,Cafe Receipt-51305,126,Food
2025-05-24,Blinkit Grocer-84284,252,Food
2025-05-24,Myntra Store-60144,490,Shopping
2025-05-24,Myntra Store-83646,215,Shopping
2025-05-24,Ola Cab-6613,89,Transport
2025-05-24,Uber Ride-65850,102,Transport
2025-05-24,Uber Ride-93806,108,Transport
2025-05-24,Uber Ride-43517,161,Transport
2025-05-24,Uber Ride-9071,108,Transport
2025-05-24,Flight Fare-51627,2045,Travel
2025-05-24,Water Utility-47940,78,Utilities
2025-05-25,Online Course-99935,529,Education
2025-05-25,Tuition Payment-71374,696,Education
2025-05-25,Blinkit Grocer-77411,47,Food
2025-05-25,SWIGGYPAY-27974,136,Food
2025-05-25,Cafe Receipt-80648,251,Food
2025-05-25,Fitness Renewal-57759,281,Health
2025-05-25,Metro Card-42683,136,Transport
2025-05-25,Metro Card-87873,144,Transport
2025-05-25,Rail Ticket-30279,2113,Travel
2025-05-26,Spotify Subscription-96803,240,Entertainment
2025-05-26,Cafe Receipt-6394,219,Food
2025-05-26,Blinkit Grocer-54675,85,Food
2025-05-26,UPI-ZOMATO-96277,90,Food
2025-05-26,Blinkit Grocer-82617,76,Food
2025-05-26,SWIGGYPAY-25855,108,Food
2025-05-26,Cafe Receipt-77556,129,Food
2025-05-26,Blinkit Grocer-59576,121,Food
2025-05-26,Ola Cab-59315,143,Transport
2025-05-26,Metro Card-40248,89,Transport
2025-05-26,Metro Card-17456,81,Transport
2025-05-27,Exam Books-59408,353,Education
2025-05-27,Blinkit Grocer-21794,86,Food
2025-05-27,Blinkit Grocer-45581,145,Food
2025-05-27,Blinkit Grocer-9450,73,Food
2025-05-27,UPI-ZOMATO-11573,97,Food
2025-05-28,Spotify Subscription-5554,135,Entertainment
2025-05-28,SWIGGYPAY-32243,79,Food
2025-05-28,Blinkit Grocer-15211,68,Food
2025-05-28,SWIGGYPAY-38639,103,Food
2025-05-28,SWIGGYPAY-89806,53,Food
2025-05-28,Fuel Station-74884,124,Transport
2025-05-28,Metro Card-81508,111,Transport
2025-05-28,Uber Ride-89971,145,Transport
2025-05-28,Broadband Bill-17330,340,Utilities
2025-05-28,Water Utility-18495,331,Utilities
2025-05-29,Netflix Renewal-24434,293,Entertainment
2025-05-29,Spotify Subscription-87622,183,Entertainment
2025-05-29,UPI-ZOMATO-25381,150,Food
2025-05-29,UPI-ZOMATO-10125,133,Food
2025-05-29,UPI-ZOMATO-65531,168,Food
2025-05-29,UPI-ZOMATO-7498,48,Food
2025-05-29,Cafe Receipt-2337,123,Food
2025-05-29,Cafe Receipt-86037,156,Food
2025-05-29,Uber Ride-13498,140,Transport
2025-05-29,Broadband Bill-95028,73,Utilities
2025-05-30,Cafe Receipt-2228,113,Food
2025-05-30,Cafe Receipt-26252,83,Food
2025-05-30,Blinkit Grocer-32811,217,Food
2025-05-30,Cafe Receipt-91288,206,Food
2025-05-30,UPI-ZOMATO-63577,163,Food
2025-05-30,Cafe Receipt-38819,76,Food
2025-05-30,UPI-ZOMATO-49675,182,Food
2025-05-30,SWIGGYPAY-72777,77,Food
2025-05-30,Metro Card-6467,69,Transport
2025-05-30,Metro Card-1966,66,Transport
2025-05-31,Netflix Renewal-1011,222,Entertainment
2025-05-31,UPI-ZOMATO-22539,167,Food
2025-05-31,UPI-ZOMATO-56293,270,Food
2025-05-31,Cafe Receipt-37151,256,Food
2025-05-31,UPI-ZOMATO-65925,96,Food
2025-05-31,Blinkit Grocer-7161,201,Food
2025-05-31,UPI-ZOMATO-75050,268,Food
2025-05-31,Flipkart Order-44629,498,Shopping
2025-05-31,Flipkart Order-50701,322,Shopping
2025-05-31,Metro Card-6275,161,Transport
2025-06-01,Blinkit Grocer-50205,178,Food
2025-06-01,SWIGGYPAY-2609,40,Food
2025-06-01,Cafe Receipt-57607,46,Food
2025-06-01,Salary Credit,70216,Income
2025-06-01,Flipkart Order-38617,251,Shopping
2025-06-01,Uber Ride-77221,49,Transport
2025-06-01,Water Utility-4627,98,Utilities
2025-06-02,Blinkit Grocer-14039,164,Food
2025-06-02,Cafe Receipt-16978,212,Food
2025-06-02,SWIGGYPAY-20322,70,Food
2025-06-02,SWIGGYPAY-8043,190,Food
2025-06-02,Blinkit Grocer-81417,204,Food
2025-06-02,Cafe Receipt-96030,191,Food
2025-06-02,Blinkit Grocer-40841,116,Food
2025-06-02,Cafe Receipt-88022,65,Food
2025-06-02,UPI-ZOMATO-37667,41,Food
2025-06-02,Uber Ride-24131,91,Transport
2025-06-02,Uber Ride-37421,66,Transport
2025-06-03,Netflix Renewal-82981,69,Entertainment
2025-06-03,Blinkit Grocer-27730,62,Food
2025-06-03,Blinkit Grocer-42084,91,Food
2025-06-03,NEFT-HDFC-RENT,18000,Rent
2025-06-03,Ola Cab-20578,138,Transport
2025-06-03,Metro Card-70655,106,Transport
2025-06-03,Metro Card-20953,48,Transport
2025-06-03,Uber Ride-1752,157,Transport
2025-06-04,Cafe Receipt-67270,147,Food
2025-06-04,Cafe Receipt-4824,178,Food
2025-06-04,UPI-ZOMATO-75668,122,Food
2025-06-04,Blinkit Grocer-85209,124,Food
2025-06-04,Ola Cab-56636,116,Transport
2025-06-04,Uber Ride-80628,26,Transport
2025-06-04,Water Utility-29983,243,Utilities
2025-06-04,Water Utility-95184,291,Utilities
2025-06-05,Blinkit Grocer-41230,89,Food
2025-06-05,Blinkit Grocer-61788,187,Food
2025-06-05,Cafe Receipt-66714,52,Food
2025-06-05,Cafe Receipt-73498,187,Food
2025-06-05,Blinkit Grocer-72717,202,Food
2025-06-05,Cafe Receipt-50022,146,Food
2025-06-05,UPI-ZOMATO-83107,96,Food
2025-06-05,AMAZONINDIA-PAY-62917,296,Shopping
2025-06-05,Ola Cab-91699,151,Transport
2025-06-05,Flight Fare-32338,798,Travel
2025-06-06,Blinkit Grocer-96886,117,Food
2025-06-06,UPI-ZOMATO-88824,172,Food
2025-06-06,Blinkit Grocer-90023,63,Food
2025-06-06,Cafe Receipt-48582,75,Food
2025-06-06,Blinkit Grocer-18191,147,Food
2025-06-06,Cafe Receipt-44899,56,Food
2025-06-06,UPI-ZOMATO-24061,168,Food
2025-06-06,SWIGGYPAY-28264,175,Food
2025-06-06,UPI-ZOMATO-66491,70,Food
2025-06-06,Pharmacy Purchase-54887,283,Health
2025-06-06,Flipkart Order-24176,196,Shopping
2025-06-06,Flipkart Order-45291,279,Shopping
2025-06-06,Uber Ride-34212,104,Transport
2025-06-06,Fuel Station-40440,42,Transport
2025-06-07,Online Course-42408,702,Education
2025-06-07,SWIGGYPAY-47637,201,Food
2025-06-07,SWIGGYPAY-98851,106,Food
2025-06-07,Blinkit Grocer-30841,57,Food
2025-06-07,Blinkit Grocer-53591,151,Food
2025-06-07,SWIGGYPAY-39567,203,Food
2025-06-07,Blinkit Grocer-81373,32,Food
2025-06-07,SWIGGYPAY-70295,146,Food
2025-06-07,UPI-ZOMATO-78349,161,Food
2025-06-07,SWIGGYPAY-40797,115,Food
2025-06-07,Metro Card-99724,138,Transport
2025-06-07,Broadband Bill,899,Utilities
2025-06-07,Broadband Bill-87908,103,Utilities
2025-06-07,Broadband Bill-3939,151,Utilities
2025-06-08,Cafe Receipt-89547,206,Food
2025-06-08,Cafe Receipt-10818,170,Food
2025-06-08,SWIGGYPAY-47978,271,Food
2025-06-08,SWIGGYPAY-8255,110,Food
2025-06-08,UPI-ZOMATO-47475,122,Food
2025-06-08,Fitness Renewal-67243,589,Health
2025-06-08,Fuel Station-41727,58,Transport
2025-06-08,Uber Ride-81152,163,Transport
2025-06-08,Broadband Bill-41099,303,Utilities
2025-06-09,Spotify Subscription-98170,198,Entertainment
2025-06-09,Blinkit Grocer-8458,169,Food
2025-06-09,SWIGGYPAY-69647,135,Food
2025-06-09,SWIGGYPAY-11936,45,Food
2025-06-09,UPI-ZOMATO-29506,116,Food
2025-06-09,Cafe Receipt-54778,130,Food
2025-06-09,SWIGGYPAY-96975,127,Food
2025-06-09,UPI-ZOMATO-94688,182,Food
2025-06-09,Fitness Renewal-3564,148,Health
2025-06-09,Uber Ride-19933,125,Transport
2025-06-09,Ola Cab-98963,104,Transport
2025-06-09,Metro Card-57628,97,Transport
2025-06-09,Metro Card-42589,28,Transport
2025-06-09,Metro Card-78244,122,Transport
2025-06-09,Uber Ride-33116,24,Transport
2025-06-09,Metro Card-84724,35,Transport
2025-06-09,Mobile Bill-71569,170,Utilities
2025-06-10,Blinkit Grocer-78357,183,Food
2025-06-10,UPI-ZOMATO-5542,123,Food
2025-06-10,UPI-ZOMATO-74545,42,Food
2025-06-10,UPI-ZOMATO-74729,199,Food
2025-06-10,Blinkit Grocer-68228,205,Food
2025-06-10,UPI-ZOMATO-67379,63,Food
2025-06-10,Pharmacy Purchase-64868,236,Health
2025-06-10,Pharmacy Purchase-14096,168,Health
2025-06-10,Metro Card-67967,117,Transport
2025-06-10,Fuel Station-49602,51,Transport
2025-06-10,Ola Cab-8527,69,Transport
2025-06-11,Movie Tickets-5012,184,Entertainment
2025-06-11,UPI-ZOMATO-7415,215,Food
2025-06-11,Cafe Receipt-19371,100,Food
2025-06-11,Cafe Receipt-6121,53,Food
2025-06-11,Fuel Station-88751,85,Transport
2025-06-11,Broadband Bill-80318,342,Utilities
2025-06-12,Netflix Renewal,649,Entertainment
2025-06-12,Blinkit Grocer-47153,31,Food
2025-06-12,SWIGGYPAY-46534,176,Food
2025-06-12,Cafe Receipt-35564,45,Food
2025-06-12,Cafe Receipt-23926,48,Food
2025-06-12,SWIGGYPAY-57462,97,Food
2025-06-12,UPI-ZOMATO-56368,219,Food
2025-06-12,Cafe Receipt-33453,132,Food
2025-06-12,SWIGGYPAY-13440,40,Food
2025-06-12,Blinkit Grocer-16048,104,Food
2025-06-12,UPI-ZOMATO-53344,218,Food
2025-06-12,Cafe Receipt-48735,117,Food
2025-06-12,SWIGGYPAY-83669,157,Food
2025-06-12,AMAZONINDIA-PAY-25141,120,Shopping
2025-06-12,Metro Card-40325,51,Transport
2025-06-13,Exam Books-1222,770,Education
2025-06-13,Cafe Receipt-6620,166,Food
2025-06-13,Blinkit Grocer-54021,177,Food
2025-06-13,Blinkit Grocer-3425,186,Food
2025-06-13,UPI-ZOMATO-29248,104,Food
2025-06-13,AMAZONINDIA-PAY-55440,213,Shopping
2025-06-13,Uber Ride-1564,72,Transport
2025-06-13,Ola Cab-56098,116,Transport
2025-06-13,Electricity Bill-1566,309,Utilities
2025-06-13,Electricity Bill-28096,283,Utilities
2025-06-14,Blinkit Grocer-42341,181,Food
2025-06-14,SWIGGYPAY-88274,51,Food
2025-06-14,UPI-ZOMATO-4830,171,Food
2025-06-14,Fuel Station-87813,66,Transport
2025-06-14,Uber Ride-59640,158,Transport
2025-06-14,Uber Ride-92011,122,Transport
2025-06-15,Netflix Renewal-23934,229,Entertainment
2025-06-15,SWIGGYPAY-86988,146,Food
2025-06-15,UPI-ZOMATO-60694,117,Food
2025-06-15,Blinkit Grocer-28375,81,Food
2025-06-15,Cafe Receipt-66747,221,Food
2025-06-15,Blinkit Grocer-49887,188,Food
2025-06-15,Blinkit Grocer-17892,53,Food
2025-06-15,Flipkart Order-72393,486,Shopping
2025-06-15,Uber Ride-77870,35,Transport
2025-06-15,Fuel Station-67393,160,Transport
2025-06-15,Fuel Station-81516,171,Transport
2025-06-15,Water Utility-84327,262,Utilities
2025-06-16,Cafe Receipt-48910,129,Food
2025-06-16,Cafe Receipt-86925,93,Food
2025-06-16,Cafe Receipt-20368,134,Food
2025-06-16,Cafe Receipt-81042,44,Food
2025-06-16,AMAZONINDIA-PAY-5254,87,Shopping
2025-06-16,Fuel Station-29172,169,Transport
2025-06-16,Metro Card-30550,115,Transport
2025-06-16,Broadband Bill-30993,340,Utilities
2025-06-17,Blinkit Grocer-11568,129,Food
2025-06-17,UPI-ZOMATO-81210,119,Food
2025-06-17,Ola Cab-32899,31,Transport
2025-06-18,Movie Tickets-82381,290,Entertainment
2025-06-18,Movie Tickets-95136,140,Entertainment
2025-06-18,Blinkit Grocer-99699,48,Food
2025-06-18,UPI-ZOMATO-56528,48,Food
2025-06-18,SWIGGYPAY-81615,211,Food
2025-06-18,Cafe Receipt-9067,114,Food
2025-06-18,Cafe Receipt-36923,217,Food
2025-06-18,UPI-ZOMATO-51180,185,Food
2025-06-18,Blinkit Grocer-91241,170,Food
2025-06-18,Pharmacy Purchase-6038,565,Health
2025-06-18,Fitness Renewal-72985,427,Health
2025-06-18,Clinic Visit-35646,552,Health
2025-06-18,Ola Cab-68343,157,Transport
2025-06-18,Ola Cab-36914,21,Transport
2025-06-19,SWIGGYPAY-87843,102,Food
2025-06-19,UPI-ZOMATO-57041,82,Food
2025-06-19,Cafe Receipt-47117,134,Food
2025-06-19,UPI-ZOMATO-28920,31,Food
2025-06-19,UPI-ZOMATO-74412,46,Food
2025-06-19,UPI-ZOMATO-99629,106,Food
2025-06-19,Cafe Receipt-57661,41,Food
2025-06-19,SWIGGYPAY-1980,69,Food
2025-06-19,Myntra Store-56934,408,Shopping
2025-06-19,Metro Card-62475,162,Transport
2025-06-19,Electricity Bill-37479,66,Utilities
2025-06-20,UPI-ZOMATO-63322,51,Food
2025-06-20,SWIGGYPAY-12562,219,Food
2025-06-20,Blinkit Grocer-6924,160,Food
2025-06-20,Pharmacy Purchase-57137,544,Health
2025-06-20,AMAZONINDIA-PAY-6020,482,Shopping
2025-06-20,Electricity Bill-39166,281,Utilities
2025-06-21,Cafe Receipt-92456,231,Food
2025-06-21,Blinkit Grocer-25434,61,Food
2025-06-21,UPI-ZOMATO-52386,250,Food
2025-06-21,Blinkit Grocer-33522,85,Food
2025-06-21,SWIGGYPAY-12908,195,Food
2025-06-21,AMAZONINDIA-PAY-24115,281,Shopping
2025-06-21,Fuel Station-56720,171,Transport
2025-06-22,Netflix Renewal-59856,152,Entertainment
2025-06-22,Blinkit Grocer-40909,91,Food
2025-06-22,Blinkit Grocer-47491,47,Food
2025-06-22,Cafe Receipt-87802,166,Food
2025-06-22,SWIGGYPAY-15951,161,Food
2025-06-22,UPI-ZOMATO-51501,70,Food
2025-06-22,Myntra Store-60341,520,Shopping
2025-06-22,Ola Cab-1515,53,Transport
2025-06-22,Broadband Bill-98743,87,Utilities
2025-06-23,UPI-ZOMATO-10180,147,Food
2025-06-23,UPI-ZOMATO-89650,61,Food
2025-06-23,Cafe Receipt-17965,79,Food
2025-06-23,UPI-ZOMATO-32469,210,Food
2025-06-23,AMAZONINDIA-PAY-94940,426,Shopping
2025-06-23,AMAZONINDIA-PAY-73911,285,Shopping
2025-06-23,Metro Card-26410,21,Transport
2025-06-24,Blinkit Grocer-36007,110,Food
2025-06-24,Blinkit Grocer-52596,211,Food
2025-06-24,Blinkit Grocer-9741,57,Food
